policyId,Gender,policyHolderAge,hasCanadianDrivingLicense,territory,hasAutoInsurance,hadVehicleClaimInPast,homeInsurancePremium,saleChannel,isOwner,rentedVehicle,hasMortgage,nbWeeksInsured,vehicleStatus
193345,Female,54,1,29,0,Yes,1030,145,0,0,NA,43,Old vehicle
193354,Male,42,1,25,0,Yes,88,16,0,1,NA,10,Recent vehicle
193368,Female,44,1,5,1,No,88,15,0,1,NA,44,Recent vehicle
193369,Male,48,1,12,1,No,1539,26,1,1,0,30,Recent vehicle
193371,Female,23,1,45,1,No,1165,152,1,0,0,6,New vehicle
193377,Male,23,1,24,1,No,1422,152,1,0,1,30,New vehicle
193378,Female,49,1,25,0,Yes,1217,26,1,1,1,36,Recent vehicle
193381,Male,59,1,4,0,Yes,1122,124,0,0,NA,21,Recent vehicle
193386,Male,50,1,25,1,No,1650,55,0,0,NA,7,Recent vehicle
193388,Male,51,1,45,0,Yes,1396,124,0,0,NA,29,Old vehicle
193397,Male,45,1,25,1,No,1203,26,0,1,NA,45,Recent vehicle
193420,Female,23,1,25,1,No,1127,152,0,0,NA,4,New vehicle
193430,Male,44,1,7,0,Yes,88,152,0,0,NA,42,Recent vehicle
193442,Male,25,1,45,1,No,1679,160,1,1,1,30,New vehicle
193443,Male,38,1,25,0,No,88,1,1,1,1,16,New vehicle
193448,Female,27,1,38,1,No,2517,152,0,0,NA,41,New vehicle
193466,Female,25,1,24,1,No,824,152,0,0,NA,26,New vehicle
193487,Male,19,1,7,1,No,1285,160,0,1,NA,4,New vehicle
193496,Female,20,1,17,1,No,1545,152,0,1,NA,26,New vehicle
193498,Female,22,1,23,1,No,774,152,0,1,NA,2,New vehicle
193517,Female,44,1,25,0,Yes,1987,26,0,1,NA,3,Recent vehicle
193544,Male,20,1,45,0,Yes,1157,152,1,0,1,7,New vehicle
193545,Male,44,1,8,0,Yes,1067,60,0,1,NA,31,Recent vehicle
193573,Male,51,1,7,0,Yes,965,124,0,1,NA,42,Old vehicle
193580,Male,22,1,21,1,No,999,152,1,0,1,21,New vehicle
193589,Female,39,1,15,1,No,810,26,1,0,1,19,Recent vehicle
193594,Male,22,1,25,0,Yes,1512,152,0,0,NA,36,New vehicle
193595,Female,28,1,12,1,No,1103,152,0,0,NA,37,New vehicle
193596,Male,48,1,18,1,No,828,124,1,0,1,22,Recent vehicle
193602,Female,24,1,23,1,No,1206,152,1,1,1,34,New vehicle
193610,Male,64,1,24,0,Yes,1538,11,0,1,NA,16,Recent vehicle
193611,Female,27,1,25,1,No,1200,152,0,0,NA,29,New vehicle
193613,Female,35,1,24,0,Yes,984,154,1,0,1,20,Recent vehicle
193625,Female,18,1,25,1,Yes,910,152,0,0,NA,17,New vehicle
193631,Male,37,1,25,1,No,1220,124,0,1,NA,22,Recent vehicle
193641,Female,61,1,31,0,Yes,88,124,0,1,NA,42,Recent vehicle
193650,Male,34,1,41,0,Yes,889,124,1,0,1,31,Recent vehicle
193658,Male,51,1,25,0,Yes,1511,26,0,0,NA,9,Old vehicle
193662,Female,20,1,20,1,No,735,152,1,0,1,14,New vehicle
193663,Male,34,1,40,0,Yes,1000,152,0,0,NA,17,Recent vehicle
193680,Male,35,1,25,1,No,1702,124,1,0,1,25,Recent vehicle
193689,Female,70,1,25,0,Yes,1247,124,1,0,1,22,Recent vehicle
193697,Female,66,1,6,1,No,953,124,0,0,NA,13,Recent vehicle
193714,Male,44,1,25,1,Yes,1103,154,0,0,NA,34,Recent vehicle
193733,Female,51,1,25,0,Yes,1216,124,0,0,NA,25,Recent vehicle
193741,Male,47,1,25,0,Yes,1704,26,0,0,NA,8,Recent vehicle
193758,Female,23,1,6,0,No,1026,160,0,1,NA,16,New vehicle
193766,Male,72,1,29,0,Yes,1036,26,0,0,NA,35,Recent vehicle
193768,Male,21,1,7,0,Yes,909,124,1,0,1,13,Recent vehicle
193781,Female,20,1,32,0,Yes,88,152,1,0,1,41,New vehicle
193791,Female,44,1,45,0,Yes,2796,26,1,1,0,30,Recent vehicle
193793,Male,21,1,20,1,No,1072,152,1,1,0,38,New vehicle
193805,Female,73,1,25,1,No,2167,26,1,1,1,19,Recent vehicle
193813,Male,35,1,24,1,No,969,152,0,1,NA,32,New vehicle
193825,Female,56,1,20,0,Yes,1027,124,0,0,NA,14,Recent vehicle
193832,Female,63,1,16,0,Yes,88,124,1,1,1,28,Recent vehicle
193845,Female,34,1,25,0,Yes,88,158,0,0,NA,18,Recent vehicle
193852,Male,19,1,24,1,No,846,152,1,0,1,34,New vehicle
193858,Female,38,1,25,0,Yes,1410,26,0,1,NA,30,Recent vehicle
193870,Male,63,1,34,0,Yes,1167,124,0,0,NA,44,Recent vehicle
193871,Male,68,1,39,0,Yes,1071,122,0,1,NA,1,Recent vehicle
193883,Female,18,1,37,1,No,1042,152,0,1,NA,6,New vehicle
193915,Female,43,1,25,0,Yes,1093,30,0,0,NA,38,Recent vehicle
193916,Male,24,1,47,1,No,776,152,0,0,NA,8,New vehicle
193922,Female,69,1,18,0,No,1006,10,0,0,NA,30,Recent vehicle
193929,Male,19,1,25,0,Yes,2018,26,1,0,1,8,New vehicle
193959,Female,48,1,25,0,No,860,26,1,1,1,29,Recent vehicle
193962,Male,71,1,25,1,Yes,1245,26,0,1,NA,15,Recent vehicle
193969,Female,28,1,12,1,No,879,152,1,1,1,34,New vehicle
193984,Female,40,1,17,0,No,1228,152,0,1,NA,35,Recent vehicle
193995,Female,26,1,36,1,No,1180,152,0,1,NA,0,New vehicle
193997,Female,52,1,25,0,No,2140,26,0,1,NA,21,Recent vehicle
193999,Male,24,1,45,1,Yes,88,152,0,1,NA,40,New vehicle
194010,Female,31,1,38,0,Yes,1288,152,1,1,1,41,New vehicle
194031,Male,28,1,24,1,No,917,152,0,1,NA,34,New vehicle
194048,Male,48,1,45,0,Yes,88,156,0,1,NA,27,Recent vehicle
194053,Male,59,1,14,1,No,1494,26,0,1,NA,24,Recent vehicle
194058,Female,43,1,12,0,Yes,1156,124,1,1,1,38,Recent vehicle
194062,Female,42,1,41,1,No,731,26,1,1,0,34,Recent vehicle
194063,Male,18,1,12,1,No,1244,152,1,0,1,19,New vehicle
194072,Female,27,1,25,0,Yes,1349,26,0,1,NA,31,Recent vehicle
194074,Female,29,1,45,1,No,909,26,0,0,NA,14,Recent vehicle
194093,Male,22,1,24,1,No,1669,152,0,0,NA,28,New vehicle
194097,Female,19,1,38,1,No,1147,152,0,1,NA,7,New vehicle
194098,Female,27,1,18,1,No,783,154,1,1,1,5,Recent vehicle
194103,Female,34,1,47,0,Yes,1049,26,0,0,NA,11,Recent vehicle
194132,Female,25,1,3,1,No,1160,152,0,0,NA,34,New vehicle
194138,Male,35,1,25,0,Yes,1576,26,1,1,1,27,New vehicle
194144,Female,26,1,8,0,Yes,1071,152,0,1,NA,3,New vehicle
194149,Male,20,1,38,1,Yes,1600,152,0,1,NA,29,New vehicle
194164,Male,32,1,41,1,No,88,152,1,1,1,31,New vehicle
194172,Male,60,1,25,0,Yes,1536,154,0,1,NA,33,Recent vehicle
194176,Male,69,1,25,0,Yes,1650,26,0,0,NA,2,Recent vehicle
194177,Male,56,1,3,0,Yes,1083,26,0,0,NA,13,Recent vehicle
194182,Male,55,1,25,0,Yes,1672,26,1,1,0,13,Recent vehicle
194186,Female,31,1,45,1,No,1167,152,1,0,1,36,Recent vehicle
194209,Male,56,1,25,0,Yes,1531,55,0,1,NA,24,Old vehicle
194226,Male,54,1,3,0,Yes,895,124,1,0,1,16,Recent vehicle
194237,Female,28,1,17,1,Yes,88,152,0,0,NA,32,New vehicle
194240,Female,25,1,45,0,Yes,1386,160,0,0,NA,27,New vehicle
194242,Male,65,1,5,0,No,88,103,0,1,NA,43,Recent vehicle
194256,Female,29,1,12,1,No,1037,152,0,1,NA,13,New vehicle
194260,Male,28,1,12,1,No,1586,152,0,0,NA,39,New vehicle
194271,Female,38,1,30,1,No,1212,124,0,0,NA,23,Recent vehicle
194274,Male,70,1,25,0,Yes,1041,154,1,0,1,25,Recent vehicle
194276,Male,63,1,25,0,Yes,875,26,1,0,0,9,Recent vehicle
194282,Male,40,1,4,1,No,88,26,0,0,NA,18,Recent vehicle
194283,Female,54,1,25,0,Yes,1412,26,1,0,1,4,Recent vehicle
194284,Female,24,1,25,1,No,2313,151,0,1,NA,25,New vehicle
194285,Female,29,1,28,0,Yes,806,152,1,1,1,41,New vehicle
194291,Male,27,1,24,1,No,781,152,0,0,NA,22,New vehicle
194292,Male,34,1,14,1,No,1436,124,0,0,NA,35,Recent vehicle
194325,Male,38,1,25,0,Yes,2175,124,0,1,NA,32,Recent vehicle
194329,Male,43,1,25,1,No,1464,60,1,0,1,22,Recent vehicle
194331,Male,37,1,25,1,No,1621,124,0,0,NA,23,Recent vehicle
194340,Female,36,1,17,1,No,1280,152,1,1,1,8,New vehicle
194342,Male,37,1,25,1,Yes,888,26,0,0,NA,17,Recent vehicle
194350,Male,38,1,14,0,Yes,1102,152,1,0,1,28,Recent vehicle
194351,Male,62,1,45,1,Yes,1438,26,1,1,1,7,Recent vehicle
194370,Male,37,1,25,0,Yes,1036,42,1,0,1,22,Recent vehicle
194375,Female,48,1,49,1,No,640,124,0,0,NA,24,Recent vehicle
194398,Male,47,1,50,0,Yes,1036,26,0,1,NA,6,Recent vehicle
194419,Male,29,1,38,0,No,1168,152,0,0,NA,27,New vehicle
194425,Male,28,1,25,0,Yes,2340,152,0,0,NA,38,New vehicle
194428,Male,62,1,25,0,No,88,1,0,1,NA,4,New vehicle
194433,Male,65,1,7,0,Yes,774,11,0,0,NA,44,Recent vehicle
194446,Male,66,1,25,1,No,1455,124,0,0,NA,34,Recent vehicle
194456,Male,49,1,25,0,Yes,1134,26,1,0,1,13,Recent vehicle
194457,Female,24,1,7,1,No,971,152,0,0,NA,18,New vehicle
194473,Female,22,1,47,1,No,585,152,1,1,1,29,New vehicle
194480,Male,44,1,25,0,Yes,1031,124,0,1,NA,7,Recent vehicle
194482,Female,23,1,3,1,No,767,152,1,1,1,11,New vehicle
194484,Male,74,1,25,0,No,1450,122,1,1,1,24,Recent vehicle
194501,Male,52,1,33,0,Yes,88,26,0,1,NA,19,Recent vehicle
194503,Female,23,1,45,1,No,1479,152,0,0,NA,11,New vehicle
194516,Female,21,1,42,1,No,900,152,1,0,1,39,New vehicle
194520,Male,50,1,8,0,Yes,1490,26,0,1,NA,2,Recent vehicle
194551,Female,32,1,25,0,Yes,1375,26,1,1,1,8,New vehicle
194556,Female,26,1,48,1,No,88,152,0,1,NA,11,New vehicle
194558,Male,29,1,7,0,Yes,929,160,1,0,1,15,New vehicle
194579,Male,61,1,46,0,Yes,1070,124,1,1,1,41,Recent vehicle
194589,Male,45,1,25,0,Yes,88,124,0,0,NA,30,Recent vehicle
194594,Male,18,1,3,0,Yes,901,160,0,0,NA,9,New vehicle
194607,Female,42,1,25,0,Yes,1471,26,0,1,NA,31,Recent vehicle
194608,Male,46,1,25,1,No,88,124,0,0,NA,32,Recent vehicle
194612,Male,33,1,25,1,No,1540,152,1,1,0,18,New vehicle
194623,Male,20,1,40,0,Yes,991,163,0,0,NA,31,New vehicle
194644,Male,34,1,12,1,No,1100,152,0,0,NA,24,New vehicle
194654,Male,52,1,25,0,Yes,1323,124,1,0,1,25,Recent vehicle
194661,Male,24,1,7,1,No,88,152,0,0,NA,24,New vehicle
194668,Male,27,1,43,0,No,783,152,1,1,1,29,New vehicle
194677,Male,22,1,7,0,Yes,88,160,1,0,1,35,New vehicle
194680,Male,21,1,31,1,No,1335,152,0,1,NA,6,New vehicle
194713,Female,27,1,39,1,No,979,152,1,1,1,14,New vehicle
194719,Male,29,1,48,0,Yes,1110,26,0,0,NA,3,New vehicle
194730,Male,29,1,43,1,No,1023,152,0,0,NA,7,New vehicle
194733,Female,81,1,25,0,Yes,1405,122,1,0,1,10,Recent vehicle
194755,Female,77,1,42,0,Yes,1171,124,0,1,NA,36,Recent vehicle
194756,Male,38,1,25,0,Yes,1555,26,0,0,NA,43,Recent vehicle
194762,Female,28,1,45,0,Yes,1045,160,0,0,NA,17,New vehicle
194767,Male,61,1,12,0,Yes,1189,124,0,1,NA,31,Recent vehicle
194782,Female,25,1,25,0,Yes,2099,26,1,1,1,45,New vehicle
194784,Female,41,1,25,0,Yes,865,122,0,1,NA,45,Old vehicle
194796,Male,36,1,6,1,No,1166,16,0,0,NA,23,Recent vehicle
194800,Female,64,1,30,1,No,698,26,1,0,1,19,Recent vehicle
194815,Male,55,1,25,0,Yes,1458,13,1,1,0,27,Recent vehicle
194825,Female,27,1,46,0,Yes,2073,152,0,0,NA,5,New vehicle
194859,Male,24,1,17,0,No,1210,160,1,1,1,35,New vehicle
194886,Female,28,1,10,1,No,1034,152,0,0,NA,16,New vehicle
194907,Female,19,1,42,1,No,846,152,0,0,NA,15,New vehicle
194912,Male,43,1,25,0,Yes,1992,26,1,0,1,42,Recent vehicle
194927,Female,20,1,7,1,No,1078,152,0,1,NA,43,New vehicle
194935,Male,41,1,25,1,No,883,61,1,0,1,23,Recent vehicle
194944,Female,55,1,25,0,Yes,1900,26,0,0,NA,32,Recent vehicle
194947,Male,32,1,25,1,No,1165,124,0,1,NA,12,Recent vehicle
194956,Male,18,1,45,0,Yes,1163,152,0,1,NA,18,New vehicle
194958,Female,42,1,42,1,No,88,154,0,1,NA,18,Recent vehicle
194984,Male,24,1,25,1,No,88,160,1,0,1,25,New vehicle
194995,Male,23,1,45,1,No,1178,152,0,1,NA,40,New vehicle
194997,Female,24,1,35,0,Yes,1142,152,0,0,NA,20,New vehicle
195019,Male,19,1,7,1,No,788,152,0,0,NA,42,New vehicle
195032,Male,51,1,25,0,Yes,1171,124,0,0,NA,13,Recent vehicle
195035,Male,27,1,17,0,Yes,1512,152,0,1,NA,41,New vehicle
195041,Female,48,1,25,0,Yes,1547,124,0,1,NA,27,Recent vehicle
195054,Male,24,1,16,0,Yes,1037,152,0,0,NA,13,New vehicle
195061,Male,36,1,25,0,Yes,2087,122,1,1,1,6,Recent vehicle
195076,Male,48,1,25,0,Yes,1002,26,0,1,NA,3,Old vehicle
195083,Female,36,1,45,1,No,1423,124,0,1,NA,24,Recent vehicle
195090,Female,70,1,45,0,Yes,2302,26,1,0,1,20,Recent vehicle
195108,Female,25,1,34,1,No,810,152,0,1,NA,29,New vehicle
195125,Male,43,1,25,0,Yes,1780,122,1,1,1,44,Old vehicle
195137,Male,20,1,25,0,Yes,1032,163,0,1,NA,15,Recent vehicle
195171,Female,24,1,14,0,Yes,902,152,1,1,1,4,New vehicle
195177,Female,23,1,47,1,No,892,152,0,0,NA,5,New vehicle
195179,Female,49,1,25,0,Yes,88,163,0,1,NA,11,Recent vehicle
195186,Female,74,1,25,1,Yes,939,26,1,0,1,24,Recent vehicle
195202,Male,42,1,25,1,No,1515,124,0,0,NA,5,Recent vehicle
195204,Female,18,1,45,1,No,1044,152,1,1,1,22,New vehicle
195208,Male,34,1,25,0,Yes,2079,124,0,0,NA,20,Recent vehicle
195213,Female,26,1,36,1,No,1067,152,0,0,NA,11,New vehicle
195232,Male,37,1,3,1,No,1021,124,0,1,NA,43,Recent vehicle
195239,Female,30,1,43,1,No,88,152,1,1,1,15,New vehicle
195241,Male,61,1,14,0,Yes,1062,26,1,1,0,39,Recent vehicle
195257,Male,63,1,23,1,No,88,26,0,1,NA,19,Recent vehicle
195261,Male,50,1,25,0,Yes,1938,26,0,0,NA,37,Recent vehicle
195280,Female,57,1,25,0,Yes,1260,124,0,1,NA,17,Recent vehicle
195315,Male,50,1,45,0,Yes,1263,124,0,0,NA,44,Recent vehicle
195331,Female,24,1,25,1,No,1702,152,0,1,NA,9,New vehicle
195354,Male,18,1,21,1,No,518,152,1,0,0,9,New vehicle
195356,Male,71,1,25,1,No,1284,26,0,0,NA,19,Recent vehicle
195375,Female,30,1,5,1,No,88,15,0,0,NA,28,Recent vehicle
195391,Female,41,1,25,0,Yes,1472,125,1,0,1,25,Recent vehicle
195405,Male,53,1,25,0,Yes,1321,124,0,0,NA,28,Recent vehicle
195413,Male,78,1,25,0,Yes,88,124,0,0,NA,23,Recent vehicle
195436,Female,57,1,25,1,No,1724,26,0,1,NA,6,Recent vehicle
195489,Female,21,1,6,0,Yes,1361,152,0,1,NA,23,New vehicle
195497,Female,64,1,25,0,Yes,1754,26,0,0,NA,38,Recent vehicle
195518,Male,43,1,45,0,Yes,1197,26,0,0,NA,25,Recent vehicle
195528,Male,25,1,41,0,Yes,1321,152,0,1,NA,18,New vehicle
195530,Male,30,1,7,1,No,854,152,1,0,0,4,Recent vehicle
195531,Female,59,1,45,1,No,919,152,1,1,1,38,Recent vehicle
195538,Male,38,1,22,1,No,88,152,0,0,NA,45,Recent vehicle
195579,Male,36,1,6,0,Yes,1098,152,0,1,NA,30,New vehicle
195624,Male,24,1,7,0,Yes,1153,152,1,1,1,38,New vehicle
195627,Female,37,1,33,1,No,88,156,0,0,NA,29,New vehicle
195657,Female,64,1,5,1,No,88,124,0,0,NA,36,Recent vehicle
195660,Male,46,1,8,0,Yes,88,124,1,1,1,18,Recent vehicle
195668,Male,70,1,25,1,No,2275,122,0,1,NA,38,Recent vehicle
195685,Female,19,1,28,1,No,787,160,0,0,NA,7,New vehicle
195691,Male,24,1,12,1,No,88,152,0,1,NA,6,New vehicle
195703,Male,41,1,50,0,Yes,88,156,1,1,1,37,Recent vehicle
195704,Female,22,1,12,0,Yes,1315,152,1,0,1,44,New vehicle
195712,Male,33,1,25,0,Yes,2012,122,0,1,NA,12,Recent vehicle
195715,Female,31,1,20,0,Yes,88,160,1,1,1,33,New vehicle
195736,Male,44,1,20,1,No,1004,124,0,0,NA,15,Recent vehicle
195744,Male,21,1,25,0,Yes,1449,124,0,1,NA,14,Recent vehicle
195756,Female,33,1,28,1,No,1901,152,1,1,1,12,New vehicle
195772,Male,57,1,25,0,Yes,1170,26,0,0,NA,19,Recent vehicle
195777,Female,24,1,45,0,Yes,1520,160,0,0,NA,13,New vehicle
195790,Female,18,1,45,1,No,1286,152,0,0,NA,14,New vehicle
195791,Male,24,1,24,0,Yes,1429,124,0,0,NA,16,New vehicle
195794,Female,76,1,25,0,Yes,1199,26,0,1,NA,6,Recent vehicle
195806,Female,33,1,24,0,No,88,1,1,1,1,10,New vehicle
195807,Female,38,1,25,0,Yes,1127,154,0,1,NA,18,Recent vehicle
195821,Female,46,1,45,0,No,1918,26,0,0,NA,12,Recent vehicle
195822,Female,33,1,45,0,Yes,1559,152,0,0,NA,2,New vehicle
195840,Female,53,1,25,0,Yes,816,26,1,0,1,26,Recent vehicle
195841,Female,18,1,8,0,Yes,718,152,1,0,1,5,New vehicle
195857,Male,39,1,43,1,No,761,124,0,0,NA,22,Recent vehicle
195877,Male,45,1,45,0,Yes,1235,154,1,1,1,42,Recent vehicle
195881,Male,43,1,25,1,No,967,24,0,1,NA,33,Recent vehicle
195885,Female,27,1,7,1,No,814,152,0,0,NA,8,New vehicle
195930,Female,20,1,4,0,No,689,160,0,1,NA,27,New vehicle
195936,Male,75,1,25,0,Yes,1814,25,0,0,NA,31,Old vehicle
195938,Male,19,1,17,0,Yes,1308,152,0,0,NA,9,New vehicle
195956,Female,28,1,23,1,No,1146,152,0,0,NA,25,New vehicle
196030,Female,38,1,41,1,No,864,152,0,0,NA,43,Recent vehicle
196032,Male,55,1,25,0,Yes,2619,26,0,1,NA,41,Old vehicle
196043,Female,19,1,27,0,Yes,1079,160,0,0,NA,25,New vehicle
196051,Female,27,1,45,1,No,1053,152,0,1,NA,20,New vehicle
196064,Female,34,1,35,0,Yes,903,26,1,0,1,20,New vehicle
196069,Female,66,1,25,0,Yes,956,26,0,0,NA,11,Recent vehicle
196081,Male,56,1,25,0,Yes,1342,124,1,0,1,12,Recent vehicle
196087,Male,45,1,25,0,Yes,1639,30,1,0,1,11,Recent vehicle
196088,Male,18,1,23,1,No,1439,152,1,1,1,6,New vehicle
196095,Male,59,1,45,1,No,1130,26,1,0,0,20,Recent vehicle
196119,Male,20,1,45,0,Yes,1423,152,1,1,1,36,New vehicle
196148,Female,44,1,7,0,Yes,1093,26,0,1,NA,34,Recent vehicle
196157,Female,40,1,25,0,Yes,1112,151,1,0,1,36,Recent vehicle
196164,Female,25,1,3,0,Yes,88,160,1,1,1,45,New vehicle
196169,Male,19,1,45,1,No,1251,152,0,0,NA,8,New vehicle
196173,Female,49,1,25,0,Yes,1595,26,0,0,NA,17,Recent vehicle
196189,Female,24,1,40,1,No,947,152,0,1,NA,5,New vehicle
196203,Male,31,1,32,1,No,845,152,0,0,NA,36,New vehicle
196204,Male,25,1,3,0,No,88,152,1,0,1,10,New vehicle
196207,Male,64,1,42,0,Yes,1366,26,0,0,NA,20,Recent vehicle
196220,Female,57,1,25,1,No,1291,13,0,0,NA,38,Recent vehicle
196264,Female,46,1,25,0,Yes,1183,124,0,1,NA,10,Recent vehicle
196278,Female,25,1,25,0,Yes,1750,26,0,0,NA,6,New vehicle
196282,Female,26,1,25,1,No,1192,152,0,0,NA,38,New vehicle
196286,Female,21,1,7,0,Yes,1653,152,1,0,1,30,New vehicle
196296,Male,29,1,25,1,No,1157,122,0,1,NA,24,Recent vehicle
196299,Female,30,1,35,0,No,1202,152,0,1,NA,10,New vehicle
196302,Male,47,1,50,1,No,1016,26,0,0,NA,36,Recent vehicle
196306,Male,54,1,38,0,Yes,88,26,1,0,1,11,Recent vehicle
196321,Male,23,1,28,1,No,948,152,0,1,NA,5,New vehicle
196322,Female,45,1,45,0,Yes,1309,26,1,1,1,13,Recent vehicle
196326,Male,25,1,14,0,No,908,152,0,0,NA,8,New vehicle
196342,Female,28,1,14,0,No,943,152,0,0,NA,34,New vehicle
196349,Female,33,1,25,1,Yes,2000,124,0,1,NA,28,Recent vehicle
196353,Male,45,1,25,0,Yes,1053,124,0,0,NA,16,Recent vehicle
196360,Female,20,1,16,0,No,821,152,0,0,NA,28,New vehicle
196373,Female,25,1,31,0,Yes,1228,152,0,1,NA,40,New vehicle
196374,Female,24,1,24,1,No,753,152,1,1,1,12,New vehicle
196380,Female,53,1,25,0,Yes,1148,124,1,0,1,39,Recent vehicle
196381,Female,52,1,50,0,Yes,88,26,0,0,NA,21,Old vehicle
196383,Female,20,1,35,1,No,1044,152,0,0,NA,5,New vehicle
196387,Female,70,1,38,0,Yes,88,26,0,0,NA,25,Recent vehicle
196389,Female,74,1,25,0,Yes,1473,13,1,1,1,4,Recent vehicle
196390,Male,41,1,25,1,No,1078,26,0,0,NA,45,Recent vehicle
196411,Female,65,1,25,1,No,1086,26,0,0,NA,16,Recent vehicle
196414,Male,60,1,25,0,Yes,1602,124,1,1,1,20,Old vehicle
196422,Male,59,1,25,0,Yes,1474,26,1,0,1,23,Old vehicle
196423,Male,22,1,25,0,Yes,88,152,1,0,1,17,New vehicle
196442,Male,50,1,7,0,Yes,1766,11,0,0,NA,17,Recent vehicle
196447,Male,58,1,25,0,Yes,1388,26,1,0,0,32,Recent vehicle
196469,Male,46,1,25,0,Yes,1184,26,0,0,NA,7,Recent vehicle
196473,Male,38,1,23,1,No,955,152,0,1,NA,28,Recent vehicle
196485,Male,29,1,12,0,Yes,1277,152,0,1,NA,15,New vehicle
196500,Male,79,1,45,0,Yes,935,26,0,1,NA,23,Recent vehicle
196505,Male,20,1,3,1,No,849,152,0,0,NA,4,New vehicle
196515,Male,53,1,17,0,Yes,88,124,0,1,NA,19,Recent vehicle
196578,Female,30,1,38,1,No,88,160,1,1,1,3,New vehicle
196586,Male,34,1,45,0,Yes,1161,124,0,1,NA,32,Recent vehicle
196593,Male,53,1,34,0,Yes,1162,124,0,1,NA,40,Recent vehicle
196597,Female,26,1,45,1,No,88,151,0,1,NA,29,New vehicle
196618,Male,33,1,43,1,No,700,152,0,0,NA,21,New vehicle
196623,Male,41,1,25,0,Yes,1072,124,1,0,1,17,Recent vehicle
196633,Male,23,1,40,0,Yes,774,152,0,0,NA,40,New vehicle
196634,Female,30,1,25,0,Yes,1035,152,1,1,1,41,New vehicle
196641,Female,31,1,37,0,Yes,1313,26,1,0,1,39,Recent vehicle
196645,Female,21,1,26,0,Yes,929,152,0,1,NA,28,New vehicle
196650,Female,30,1,17,1,No,1136,152,0,0,NA,44,New vehicle
196701,Female,18,1,24,1,No,1234,152,0,0,NA,29,New vehicle
196707,Male,26,1,24,1,No,1311,152,0,0,NA,42,New vehicle
196733,Male,47,1,16,0,Yes,902,124,0,1,NA,36,Recent vehicle
196748,Male,22,1,39,1,No,951,152,0,0,NA,39,New vehicle
196752,Male,20,1,36,1,No,88,152,0,1,NA,34,New vehicle
196754,Male,64,1,25,0,Yes,1729,122,0,0,NA,36,Recent vehicle
196756,Male,49,1,25,1,No,1122,124,0,0,NA,35,Recent vehicle
196759,Male,33,1,47,0,Yes,1045,152,0,0,NA,30,New vehicle
196764,Female,27,1,12,1,No,1121,152,0,1,NA,41,New vehicle
196767,Female,39,1,25,0,Yes,1450,124,0,1,NA,37,Recent vehicle
196770,Male,54,1,22,0,Yes,88,148,0,1,NA,7,Recent vehicle
196781,Male,62,1,25,0,Yes,2263,124,0,1,NA,13,Recent vehicle
196791,Male,61,1,25,1,No,1768,122,1,1,1,27,Recent vehicle
196796,Male,24,1,8,0,No,88,1,0,0,NA,30,New vehicle
196822,Female,18,1,39,0,Yes,1085,152,0,1,NA,16,New vehicle
196831,Female,24,1,39,1,No,893,152,0,0,NA,19,New vehicle
196832,Male,33,1,29,0,Yes,915,124,0,1,NA,37,Recent vehicle
196853,Female,45,1,44,0,No,821,152,0,1,NA,16,Recent vehicle
196860,Male,38,1,25,0,Yes,1392,124,1,0,1,9,Recent vehicle
196862,Male,44,1,50,0,Yes,876,124,0,0,NA,29,Recent vehicle
196907,Female,28,1,20,1,No,88,152,0,0,NA,21,New vehicle
196908,Female,28,1,12,1,No,1044,152,0,0,NA,26,New vehicle
196914,Female,24,1,12,1,No,88,152,0,0,NA,7,New vehicle
196919,Male,44,1,46,0,Yes,88,124,0,0,NA,44,Recent vehicle
196945,Male,23,1,32,1,No,821,152,1,0,1,39,New vehicle
196946,Female,43,1,38,0,Yes,1328,26,1,0,1,4,Recent vehicle
196949,Female,19,1,41,1,No,1122,152,0,0,NA,15,New vehicle
196953,Male,24,1,40,1,No,958,152,1,1,1,22,New vehicle
196954,Female,35,1,24,1,No,1380,124,0,1,NA,25,Recent vehicle
196964,Male,31,1,25,0,Yes,1262,26,0,1,NA,16,New vehicle
196969,Female,36,1,45,0,Yes,88,157,0,1,NA,18,Recent vehicle
196976,Male,39,1,25,0,Yes,940,124,0,0,NA,18,Recent vehicle
196983,Female,19,1,7,1,No,1170,160,0,0,NA,33,New vehicle
196989,Female,19,1,45,0,Yes,951,152,0,1,NA,17,New vehicle
197001,Male,57,1,12,1,No,1373,115,0,1,NA,35,Recent vehicle
197002,Male,43,1,45,1,No,1436,26,0,1,NA,35,Recent vehicle
197006,Female,44,1,25,0,Yes,1282,122,0,1,NA,25,Recent vehicle
197024,Female,25,1,45,1,No,1514,160,0,0,NA,39,New vehicle
197027,Male,53,1,24,0,Yes,1663,124,0,1,NA,6,Recent vehicle
197045,Male,28,1,25,0,Yes,1071,152,0,0,NA,13,New vehicle
197046,Male,43,1,24,0,Yes,88,154,0,0,NA,11,Recent vehicle
197057,Male,18,1,42,1,No,846,152,0,1,NA,37,New vehicle
197060,Male,24,1,50,1,No,88,156,0,1,NA,29,Recent vehicle
197068,Male,21,1,14,0,No,871,152,0,0,NA,9,New vehicle
197076,Male,19,1,25,0,No,1244,152,1,0,1,26,New vehicle
197081,Male,31,1,46,1,No,88,160,0,0,NA,5,New vehicle
197083,Male,50,1,31,1,No,884,124,0,0,NA,11,Recent vehicle
197100,Female,18,1,41,1,No,914,152,1,0,1,29,New vehicle
